disease,disease_id,donor,region_id,region,broad_score,stringent_score,weighted_score,n_broad_genes_observed,n_stringent_genes_observed,n_weighted_genes_observed
Alzheimer disease,alzheimer,14380,141,Thal MGN L,,,,0,0,0
Alzheimer disease,alzheimer,14380,143,Thal PuI L,,,,0,0,0
Alzheimer disease,alzheimer,14380,144,Thal PuI R,,,,0,0,0
Alzheimer disease,alzheimer,14380,145,Thal PuM L,0.5268638785660734,0.5412826226030054,0.5277339056717262,93,25,93
Alzheimer disease,alzheimer,14380,146,Thal PuM R,,,,0,0,0
Alzheimer disease,alzheimer,14380,147,Thal PuA L,0.5503699739077885,0.5637993666841581,0.5545104558976648,93,25,93
Alzheimer disease,alzheimer,14380,148,Thal PuA R,,,,0,0,0
Alzheimer disease,alzheimer,14380,153,ACC pre L,,,,0,0,0
Alzheimer disease,alzheimer,14380,154,ACC pre R,,,,0,0,0
Alzheimer disease,alzheimer,14380,155,ACC sup L,0.5125218424580613,0.5216088773784888,0.5200988695897034,93,25,93
Alzheimer disease,alzheimer,14380,156,ACC sup R,,,,0,0,0
Alzheimer disease,alzheimer,14380,157,N Acc L,0.5137054927633369,0.5545914522273486,0.551319342884297,93,25,93
Alzheimer disease,alzheimer,14380,158,N Acc R,,,,0,0,0
Alzheimer disease,alzheimer,14380,161,SN pc L,,,,0,0,0
Alzheimer disease,alzheimer,14380,163,SN pr L,0.5669490633343669,0.5963800302246882,0.5798766621512893,93,25,93
Alzheimer disease,alzheimer,14380,164,SN pr R,,,,0,0,0
Alzheimer disease,alzheimer,14380,165,Red N L,0.5405994267118884,0.5382712640226367,0.5383275472819155,93,25,93
Alzheimer disease,alzheimer,14380,166,Red N R,,,,0,0,0
Alzheimer disease,alzheimer,14380,167,LC L,0.4997541307785073,0.5316396490767563,0.5183729225123537,93,25,93
Alzheimer disease,alzheimer,14380,168,LC R,,,,0,0,0
Alzheimer disease,alzheimer,14380,169,Raphe D,,,,0,0,0
Alzheimer disease,alzheimer,14380,170,Raphe M,0.49952760480743086,0.5207097457587122,0.5094395588506464,93,25,93
Alzheimer disease,alzheimer,15496,1,Precentral L,0.496974214116069,0.5220740468337325,0.5067012123321855,93,25,93
Alzheimer disease,alzheimer,15496,2,Precentral R,,,,0,0,0
Alzheimer disease,alzheimer,15496,3,Frontal Sup 2 L,0.5123383937980727,0.5340252910159353,0.5177574602294641,93,25,93
Alzheimer disease,alzheimer,15496,4,Frontal Sup 2 R,,,,0,0,0
Alzheimer disease,alzheimer,15496,5,Frontal Mid 2 L,0.5081855854841881,0.5378122783131429,0.5252519229404788,93,25,93
Alzheimer disease,alzheimer,15496,6,Frontal Mid 2 R,,,,0,0,0
Alzheimer disease,alzheimer,15496,7,Frontal Inf Oper L,0.4963829633026572,0.49739011687430995,0.4965661771936843,93,25,93
Alzheimer disease,alzheimer,15496,8,Frontal Inf Oper R,,,,0,0,0
Alzheimer disease,alzheimer,15496,9,Frontal Inf Tri L,0.5176916121038639,0.5558865632078365,0.536690545559887,93,25,93
Alzheimer disease,alzheimer,15496,10,Frontal Inf Tri R,,,,0,0,0
Alzheimer disease,alzheimer,15496,11,Frontal Inf Orb 2 L,0.5402401647806117,0.5742293836837173,0.5598964575659447,93,25,93
Alzheimer disease,alzheimer,15496,12,Frontal Inf Orb 2 R,,,,0,0,0
Alzheimer disease,alzheimer,15496,13,Rolandic Oper L,0.5047890913755017,0.5294054004899847,0.5020302290153562,93,25,93
Alzheimer disease,alzheimer,15496,14,Rolandic Oper R,,,,0,0,0
Alzheimer disease,alzheimer,15496,15,Supp Motor Area L,0.490511341740682,0.49116378239283415,0.4946618646402232,93,25,93
Alzheimer disease,alzheimer,15496,16,Supp Motor Area R,,,,0,0,0
Alzheimer disease,alzheimer,15496,17,Olfactory L,,,,0,0,0
Alzheimer disease,alzheimer,15496,18,Olfactory R,,,,0,0,0
Alzheimer disease,alzheimer,15496,19,Frontal Sup Medial L,0.5130515981243426,0.5418455828354246,0.5203518006861608,93,25,93
Alzheimer disease,alzheimer,15496,20,Frontal Sup Medial R,,,,0,0,0
Alzheimer disease,alzheimer,15496,21,Frontal Med Orb L,0.5061668019542082,0.5059790317638168,0.5071992510829033,93,25,93
Alzheimer disease,alzheimer,15496,22,Frontal Med Orb R,,,,0,0,0
Alzheimer disease,alzheimer,15496,23,Rectus L,0.49736861473292204,0.46942841179150996,0.48480478708127955,93,25,93
Alzheimer disease,alzheimer,15496,24,Rectus R,,,,0,0,0
Alzheimer disease,alzheimer,15496,25,OFCmed L,0.485250549156221,0.5138523928685717,0.4861556618875516,93,25,93
Alzheimer disease,alzheimer,15496,26,OFCmed R,,,,0,0,0
Alzheimer disease,alzheimer,15496,27,OFCant L,0.5244247043109594,0.5630046879898982,0.5438284307955972,93,25,93
Alzheimer disease,alzheimer,15496,28,OFCant R,,,,0,0,0
Alzheimer disease,alzheimer,15496,29,OFCpost L,0.47751470042831806,0.42530109536380145,0.4408512801325296,93,25,93
Alzheimer disease,alzheimer,15496,30,OFCpost R,,,,0,0,0
Alzheimer disease,alzheimer,15496,31,OFClat L,0.5052242654055074,0.5194457156620877,0.5166956152551577,93,25,93
Alzheimer disease,alzheimer,15496,32,OFClat R,,,,0,0,0
Alzheimer disease,alzheimer,15496,33,Insula L,0.5349998363366537,0.5410831212519284,0.5314309197748467,93,25,93
Alzheimer disease,alzheimer,15496,34,Insula R,,,,0,0,0
Alzheimer disease,alzheimer,15496,37,Cingulate Mid L,0.4996201570589834,0.4813101934035008,0.4944354393402375,93,25,93
Alzheimer disease,alzheimer,15496,38,Cingulate Mid R,,,,0,0,0
Alzheimer disease,alzheimer,15496,39,Cingulate Post L,0.4817289437341328,0.49111044768662926,0.46250669784466814,93,25,93
Alzheimer disease,alzheimer,15496,41,Hippocampus L,0.48578193985138973,0.4617479062036699,0.4754914184089685,93,25,93
Alzheimer disease,alzheimer,15496,42,Hippocampus R,,,,0,0,0
Alzheimer disease,alzheimer,15496,43,ParaHippocampal L,0.5245128613976995,0.5016412207182599,0.5187082721918916,93,25,93
Alzheimer disease,alzheimer,15496,44,ParaHippocampal R,,,,0,0,0
Alzheimer disease,alzheimer,15496,45,Amygdala L,0.5404017165993771,0.5417663604574973,0.5441869241702608,93,25,93
Alzheimer disease,alzheimer,15496,46,Amygdala R,,,,0,0,0
Alzheimer disease,alzheimer,15496,47,Calcarine L,0.47146910017362315,0.4345165373720236,0.4594938262094803,93,25,93
Alzheimer disease,alzheimer,15496,48,Calcarine R,,,,0,0,0
Alzheimer disease,alzheimer,15496,49,Cuneus L,0.4200597890498536,0.34546696296696666,0.4000854772933801,93,25,93
Alzheimer disease,alzheimer,15496,51,Lingual L,0.48428691362398996,0.45394227211192084,0.4700987406660525,93,25,93
Alzheimer disease,alzheimer,15496,52,Lingual R,,,,0,0,0
Alzheimer disease,alzheimer,15496,53,Occipital Sup L,0.47930067642107854,0.44450562794566084,0.4689465671247753,93,25,93
Alzheimer disease,alzheimer,15496,55,Occipital Mid L,0.4863272017325048,0.48259593896697867,0.4898688492025201,93,25,93
Alzheimer disease,alzheimer,15496,56,Occipital Mid R,,,,0,0,0
Alzheimer disease,alzheimer,15496,57,Occipital Inf L,0.5084627200166486,0.4874792611981572,0.5003690812245774,93,25,93
Alzheimer disease,alzheimer,15496,58,Occipital Inf R,,,,0,0,0
Alzheimer disease,alzheimer,15496,59,Fusiform L,0.49933256642812107,0.4770207643909494,0.4927913256299565,93,25,93
Alzheimer disease,alzheimer,15496,60,Fusiform R,,,,0,0,0
Alzheimer disease,alzheimer,15496,61,Postcentral L,0.4865503458118997,0.5006119208841809,0.48458381617830815,93,25,93
Alzheimer disease,alzheimer,15496,62,Postcentral R,,,,0,0,0
Alzheimer disease,alzheimer,15496,63,Parietal Sup L,0.46630932559296906,0.4757540243975313,0.473237010386046,93,25,93
Alzheimer disease,alzheimer,15496,64,Parietal Sup R,,,,0,0,0
Alzheimer disease,alzheimer,15496,65,Parietal Inf L,0.5180136631581844,0.5633670637939853,0.5297222835651245,93,25,93
Alzheimer disease,alzheimer,15496,66,Parietal Inf R,,,,0,0,0
Alzheimer disease,alzheimer,15496,67,SupraMarginal L,0.5251859966107226,0.552976860496609,0.5347296273552833,93,25,93
Alzheimer disease,alzheimer,15496,68,SupraMarginal R,,,,0,0,0
Alzheimer disease,alzheimer,15496,69,Angular L,0.4692834848441653,0.44106021008425605,0.4438224825304306,93,25,93
Alzheimer disease,alzheimer,15496,70,Angular R,,,,0,0,0
Alzheimer disease,alzheimer,15496,71,Precuneus L,0.4801778946808783,0.48849785818008984,0.47476849363157597,93,25,93
Alzheimer disease,alzheimer,15496,72,Precuneus R,,,,0,0,0
Alzheimer disease,alzheimer,15496,73,Paracentral Lobule L,0.49471702946179374,0.4913935947946571,0.5022476299023897,93,25,93
Alzheimer disease,alzheimer,15496,74,Paracentral Lobule R,,,,0,0,0
Alzheimer disease,alzheimer,15496,75,Caudate L,0.49345579778157755,0.4739907875592113,0.4769428767786307,93,25,93
Alzheimer disease,alzheimer,15496,76,Caudate R,,,,0,0,0
Alzheimer disease,alzheimer,15496,77,Putamen L,0.48713540781435766,0.4755395981249199,0.46953707992629556,93,25,93
Alzheimer disease,alzheimer,15496,78,Putamen R,,,,0,0,0
Alzheimer disease,alzheimer,15496,79,Pallidum L,0.5027381297258757,0.47485139760113015,0.49985927300817284,93,25,93
Alzheimer disease,alzheimer,15496,80,Pallidum R,,,,0,0,0
Alzheimer disease,alzheimer,15496,83,Heschl L,0.5039801643115004,0.5330563339692007,0.52569908694228,93,25,93
Alzheimer disease,alzheimer,15496,84,Heschl R,,,,0,0,0
Alzheimer disease,alzheimer,15496,85,Temporal Sup L,0.5069590473006671,0.5339049791935991,0.5119846478652271,93,25,93
Alzheimer disease,alzheimer,15496,86,Temporal Sup R,,,,0,0,0
Alzheimer disease,alzheimer,15496,87,Temporal Pole Sup L,0.5386094032792081,0.5190979733488803,0.5286240621096921,93,25,93
Alzheimer disease,alzheimer,15496,88,Temporal Pole Sup R,,,,0,0,0
Alzheimer disease,alzheimer,15496,89,Temporal Mid L,0.5024875247361171,0.5064245284644763,0.4949077930235706,93,25,93
Alzheimer disease,alzheimer,15496,90,Temporal Mid R,,,,0,0,0
Alzheimer disease,alzheimer,15496,91,Temporal Pole Mid L,0.5651891475707719,0.573135778029943,0.5588261818560754,93,25,93
Alzheimer disease,alzheimer,15496,93,Temporal Inf L,0.5179821495899377,0.48741358781280975,0.503920441268209,93,25,93
Alzheimer disease,alzheimer,15496,94,Temporal Inf R,,,,0,0,0
Alzheimer disease,alzheimer,15496,95,Cerebellum Crus1 L,0.47252946087771397,0.523426047232624,0.4950821293939873,93,25,93
Alzheimer disease,alzheimer,15496,96,Cerebellum Crus1 R,,,,0,0,0
Alzheimer disease,alzheimer,15496,97,Cerebellum Crus2 L,0.47687571605619916,0.4952521166890322,0.4838454717016041,93,25,93
Alzheimer disease,alzheimer,15496,98,Cerebellum Crus2 R,,,,0,0,0
Alzheimer disease,alzheimer,15496,101,Cerebellum 4 5 L,0.5018265211708303,0.5378433597713368,0.5122799115001355,93,25,93
Alzheimer disease,alzheimer,15496,102,Cerebellum 4 5 R,,,,0,0,0
Alzheimer disease,alzheimer,15496,103,Cerebellum 6 L,0.4872152209538767,0.4950731903900103,0.49884612035600995,93,25,93
Alzheimer disease,alzheimer,15496,104,Cerebellum 6 R,,,,0,0,0
Alzheimer disease,alzheimer,15496,105,Cerebellum 7b L,0.494647563199311,0.48746968540465474,0.4879417665465338,93,25,93
Alzheimer disease,alzheimer,15496,106,Cerebellum 7b R,,,,0,0,0
Alzheimer disease,alzheimer,15496,107,Cerebellum 8 L,0.5254045797525891,0.5037757011409123,0.5265810766217238,93,25,93
Alzheimer disease,alzheimer,15496,108,Cerebellum 8 R,,,,0,0,0
Alzheimer disease,alzheimer,15496,109,Cerebellum 9 L,0.4671500991236692,0.4280250431549164,0.45195981567342003,93,25,93
Alzheimer disease,alzheimer,15496,110,Cerebellum 9 R,,,,0,0,0
Alzheimer disease,alzheimer,15496,111,Cerebellum 10 L,0.5503755614383811,0.6064614637425616,0.5612235148805144,93,25,93
Alzheimer disease,alzheimer,15496,118,Vermis 8,,,,0,0,0
Alzheimer disease,alzheimer,15496,119,Vermis 9,,,,0,0,0
Alzheimer disease,alzheimer,15496,121,Thal AV L,,,,0,0,0
Alzheimer disease,alzheimer,15496,122,Thal AV R,,,,0,0,0
Alzheimer disease,alzheimer,15496,125,Thal VA L,0.5422588894619619,0.5641789645950034,0.5566860989985385,93,25,93
Alzheimer disease,alzheimer,15496,127,Thal VL L,0.5103808956507556,0.4966374632253697,0.5119483916568717,93,25,93
Alzheimer disease,alzheimer,15496,128,Thal VL R,,,,0,0,0
Alzheimer disease,alzheimer,15496,129,Thal VPL L,0.5572589201818556,0.596248477897635,0.5789008211505369,93,25,93
Alzheimer disease,alzheimer,15496,130,Thal VPL R,,,,0,0,0
Alzheimer disease,alzheimer,15496,131,Thal IL L,,,,0,0,0
Alzheimer disease,alzheimer,15496,135,Thal MDm L,,,,0,0,0
Alzheimer disease,alzheimer,15496,136,Thal MDm R,,,,0,0,0
Alzheimer disease,alzheimer,15496,137,Thal MDl L,0.45266363437446683,0.4809517153180036,0.4671830475366285,93,25,93
Alzheimer disease,alzheimer,15496,139,Thal LGN L,0.47379300460076096,0.4661078118684571,0.4813784863686928,93,25,93
Alzheimer disease,alzheimer,15496,140,Thal LGN R,,,,0,0,0
Alzheimer disease,alzheimer,15496,141,Thal MGN L,,,,0,0,0
Alzheimer disease,alzheimer,15496,143,Thal PuI L,,,,0,0,0
Alzheimer disease,alzheimer,15496,144,Thal PuI R,,,,0,0,0
Alzheimer disease,alzheimer,15496,145,Thal PuM L,,,,0,0,0
Alzheimer disease,alzheimer,15496,146,Thal PuM R,,,,0,0,0
Alzheimer disease,alzheimer,15496,147,Thal PuA L,,,,0,0,0
Alzheimer disease,alzheimer,15496,148,Thal PuA R,,,,0,0,0
Alzheimer disease,alzheimer,15496,153,ACC pre L,,,,0,0,0
Alzheimer disease,alzheimer,15496,154,ACC pre R,,,,0,0,0
Alzheimer disease,alzheimer,15496,155,ACC sup L,0.5219198869437801,0.5251213911881484,0.5210540362150912,93,25,93
Alzheimer disease,alzheimer,15496,156,ACC sup R,,,,0,0,0
Alzheimer disease,alzheimer,15496,157,N Acc L,0.514929365065252,0.4818060717899229,0.5106260634356057,93,25,93
Alzheimer disease,alzheimer,15496,158,N Acc R,,,,0,0,0
Alzheimer disease,alzheimer,15496,161,SN pc L,0.517172274469038,0.5644349159573516,0.5545647634516875,93,25,93
Alzheimer disease,alzheimer,15496,163,SN pr L,0.5913047973335919,0.6149296598259073,0.6092252479765563,93,25,93
Alzheimer disease,alzheimer,15496,164,SN pr R,,,,0,0,0
Alzheimer disease,alzheimer,15496,165,Red N L,,,,0,0,0
Alzheimer disease,alzheimer,15496,166,Red N R,,,,0,0,0
Alzheimer disease,alzheimer,15496,167,LC L,0.5046483429050921,0.49044057943621366,0.5230200909280232,93,25,93
Alzheimer disease,alzheimer,15496,168,LC R,,,,0,0,0
Alzheimer disease,alzheimer,15496,169,Raphe D,,,,0,0,0
Alzheimer disease,alzheimer,15496,170,Raphe M,,,,0,0,0
Alzheimer disease,alzheimer,15697,1,Precentral L,0.5042909283379243,0.5259909170553382,0.516162816419569,93,25,93
Alzheimer disease,alzheimer,15697,2,Precentral R,,,,0,0,0
Alzheimer disease,alzheimer,15697,3,Frontal Sup 2 L,0.47672379434349266,0.4802077091831153,0.4729062013504717,93,25,93
Alzheimer disease,alzheimer,15697,4,Frontal Sup 2 R,,,,0,0,0
Alzheimer disease,alzheimer,15697,5,Frontal Mid 2 L,0.5040545637190622,0.5216493907584081,0.5059148078150658,93,25,93
Alzheimer disease,alzheimer,15697,6,Frontal Mid 2 R,,,,0,0,0
Alzheimer disease,alzheimer,15697,7,Frontal Inf Oper L,0.40700060999826776,0.408202320783931,0.40556500877559704,93,25,93
Alzheimer disease,alzheimer,15697,8,Frontal Inf Oper R,,,,0,0,0
Alzheimer disease,alzheimer,15697,9,Frontal Inf Tri L,0.512000767259333,0.5163870461880495,0.509952554667421,93,25,93
Alzheimer disease,alzheimer,15697,10,Frontal Inf Tri R,,,,0,0,0
Alzheimer disease,alzheimer,15697,11,Frontal Inf Orb 2 L,0.49024015920873354,0.4769880452707103,0.4833275890407491,93,25,93
Alzheimer disease,alzheimer,15697,12,Frontal Inf Orb 2 R,,,,0,0,0
Alzheimer disease,alzheimer,15697,13,Rolandic Oper L,0.49227557325836996,0.45921862705502675,0.49309637078877583,93,25,93
Alzheimer disease,alzheimer,15697,14,Rolandic Oper R,,,,0,0,0
Alzheimer disease,alzheimer,15697,15,Supp Motor Area L,0.4653757127903942,0.46915631237249045,0.4681031277852723,93,25,93
Alzheimer disease,alzheimer,15697,16,Supp Motor Area R,,,,0,0,0
Alzheimer disease,alzheimer,15697,17,Olfactory L,,,,0,0,0
Alzheimer disease,alzheimer,15697,18,Olfactory R,,,,0,0,0
Alzheimer disease,alzheimer,15697,19,Frontal Sup Medial L,0.5359816065761467,0.5551331394607881,0.5431991331072151,93,25,93
Alzheimer disease,alzheimer,15697,20,Frontal Sup Medial R,,,,0,0,0
Alzheimer disease,alzheimer,15697,21,Frontal Med Orb L,0.42942511857320437,0.3678682375048817,0.40579407457941125,93,25,93
Alzheimer disease,alzheimer,15697,22,Frontal Med Orb R,,,,0,0,0
Alzheimer disease,alzheimer,15697,23,Rectus L,0.553058050163446,0.5641272104354965,0.5595843419223744,93,25,93
Alzheimer disease,alzheimer,15697,24,Rectus R,,,,0,0,0
Alzheimer disease,alzheimer,15697,25,OFCmed L,0.4971591097996992,0.4938599403135009,0.4982243587722585,93,25,93
Alzheimer disease,alzheimer,15697,26,OFCmed R,,,,0,0,0
Alzheimer disease,alzheimer,15697,27,OFCant L,0.5676138361236215,0.6009115944306109,0.5966404822885241,93,25,93
Alzheimer disease,alzheimer,15697,28,OFCant R,,,,0,0,0
Alzheimer disease,alzheimer,15697,29,OFCpost L,0.4661102400661349,0.4587735165033544,0.4746105228705717,93,25,93
Alzheimer disease,alzheimer,15697,30,OFCpost R,,,,0,0,0
Alzheimer disease,alzheimer,15697,31,OFClat L,0.5301444704257793,0.5673159027482872,0.5474822089508036,93,25,93
Alzheimer disease,alzheimer,15697,32,OFClat R,,,,0,0,0
Alzheimer disease,alzheimer,15697,33,Insula L,0.5362465434998798,0.5431548300934862,0.5471045963756818,93,25,93
Alzheimer disease,alzheimer,15697,34,Insula R,,,,0,0,0
Alzheimer disease,alzheimer,15697,37,Cingulate Mid L,0.5007375078052765,0.4956623883397192,0.5018878846379702,93,25,93
Alzheimer disease,alzheimer,15697,38,Cingulate Mid R,,,,0,0,0
Alzheimer disease,alzheimer,15697,39,Cingulate Post L,0.5329850125797939,0.5217704587694714,0.5422154327999807,93,25,93
Alzheimer disease,alzheimer,15697,41,Hippocampus L,0.49299317234589213,0.4751016946731729,0.4860385035906474,93,25,93
Alzheimer disease,alzheimer,15697,42,Hippocampus R,,,,0,0,0
Alzheimer disease,alzheimer,15697,43,ParaHippocampal L,0.550521615889059,0.5591822396247795,0.5522139737304775,93,25,93
Alzheimer disease,alzheimer,15697,44,ParaHippocampal R,,,,0,0,0
Alzheimer disease,alzheimer,15697,45,Amygdala L,0.52438508621292,0.5252332062932695,0.528362264477152,93,25,93
Alzheimer disease,alzheimer,15697,46,Amygdala R,,,,0,0,0
Alzheimer disease,alzheimer,15697,47,Calcarine L,0.5107444787613199,0.5307617687665405,0.5124870051880008,93,25,93
Alzheimer disease,alzheimer,15697,48,Calcarine R,,,,0,0,0
Alzheimer disease,alzheimer,15697,49,Cuneus L,0.515517299601029,0.5265404666919831,0.5132904005708301,93,25,93
Alzheimer disease,alzheimer,15697,51,Lingual L,0.5070254025197721,0.5030237470436394,0.49852516541523795,93,25,93
Alzheimer disease,alzheimer,15697,52,Lingual R,,,,0,0,0
Alzheimer disease,alzheimer,15697,53,Occipital Sup L,0.5179720417687522,0.4623074162981044,0.50047740586348,93,25,93
Alzheimer disease,alzheimer,15697,55,Occipital Mid L,0.5215624509228782,0.5351547906077049,0.5206284161641719,93,25,93
Alzheimer disease,alzheimer,15697,56,Occipital Mid R,,,,0,0,0
Alzheimer disease,alzheimer,15697,57,Occipital Inf L,0.5302082909470724,0.5692402709503713,0.5333371197344062,93,25,93
Alzheimer disease,alzheimer,15697,58,Occipital Inf R,,,,0,0,0
Alzheimer disease,alzheimer,15697,59,Fusiform L,0.5299391480702642,0.5271425886812845,0.524201449888276,93,25,93
Alzheimer disease,alzheimer,15697,60,Fusiform R,,,,0,0,0
Alzheimer disease,alzheimer,15697,61,Postcentral L,0.4991672592125742,0.4953889053898517,0.5013504895002728,93,25,93
Alzheimer disease,alzheimer,15697,62,Postcentral R,,,,0,0,0
Alzheimer disease,alzheimer,15697,63,Parietal Sup L,0.5109524515633881,0.5228792902747333,0.5080774390465626,93,25,93
Alzheimer disease,alzheimer,15697,64,Parietal Sup R,,,,0,0,0
Alzheimer disease,alzheimer,15697,65,Parietal Inf L,0.5107778437045559,0.5227671630535288,0.5117830718414308,93,25,93
Alzheimer disease,alzheimer,15697,66,Parietal Inf R,,,,0,0,0
Alzheimer disease,alzheimer,15697,67,SupraMarginal L,0.37595229931715923,0.36505868891888654,0.38140734729370684,93,25,93
Alzheimer disease,alzheimer,15697,68,SupraMarginal R,,,,0,0,0
Alzheimer disease,alzheimer,15697,69,Angular L,,,,0,0,0
Alzheimer disease,alzheimer,15697,70,Angular R,,,,0,0,0
Alzheimer disease,alzheimer,15697,71,Precuneus L,0.4824788319182241,0.4837123092655644,0.47996693233123816,93,25,93
Alzheimer disease,alzheimer,15697,72,Precuneus R,,,,0,0,0
Alzheimer disease,alzheimer,15697,73,Paracentral Lobule L,0.5162077165620711,0.5077000794191006,0.5184631295038461,93,25,93
Alzheimer disease,alzheimer,15697,74,Paracentral Lobule R,,,,0,0,0
Alzheimer disease,alzheimer,15697,75,Caudate L,0.5127138121037917,0.5367816413569924,0.5186797342483502,93,25,93
Alzheimer disease,alzheimer,15697,76,Caudate R,,,,0,0,0
Alzheimer disease,alzheimer,15697,77,Putamen L,0.5075959986340601,0.5292930065239878,0.5102442232709998,93,25,93
Alzheimer disease,alzheimer,15697,78,Putamen R,,,,0,0,0
Alzheimer disease,alzheimer,15697,79,Pallidum L,0.5227529724708454,0.5413443456415569,0.5233643826580664,93,25,93
Alzheimer disease,alzheimer,15697,80,Pallidum R,,,,0,0,0
Alzheimer disease,alzheimer,15697,83,Heschl L,0.5482842523981908,0.5521657865893057,0.5474402645232901,93,25,93
Alzheimer disease,alzheimer,15697,84,Heschl R,,,,0,0,0
Alzheimer disease,alzheimer,15697,85,Temporal Sup L,0.4729275930130635,0.47678326641895097,0.47154020021178167,93,25,93
Alzheimer disease,alzheimer,15697,86,Temporal Sup R,,,,0,0,0
Alzheimer disease,alzheimer,15697,87,Temporal Pole Sup L,0.49372567415172053,0.4760086109340854,0.4916377008449226,93,25,93
Alzheimer disease,alzheimer,15697,88,Temporal Pole Sup R,,,,0,0,0
Alzheimer disease,alzheimer,15697,89,Temporal Mid L,0.4494845352945855,0.43783437943581743,0.4446522892088045,93,25,93
Alzheimer disease,alzheimer,15697,90,Temporal Mid R,,,,0,0,0
Alzheimer disease,alzheimer,15697,91,Temporal Pole Mid L,0.5708963518455169,0.5826324560277004,0.582341229852193,93,25,93
Alzheimer disease,alzheimer,15697,93,Temporal Inf L,0.48651968625926256,0.49266296660432574,0.4872852207150522,93,25,93
Alzheimer disease,alzheimer,15697,94,Temporal Inf R,,,,0,0,0
Alzheimer disease,alzheimer,15697,95,Cerebellum Crus1 L,0.4992461630518392,0.4925678897739937,0.4992402295457911,93,25,93
Alzheimer disease,alzheimer,15697,96,Cerebellum Crus1 R,,,,0,0,0
Alzheimer disease,alzheimer,15697,97,Cerebellum Crus2 L,0.5084263991839574,0.4927546367137502,0.503009965387899,93,25,93
Alzheimer disease,alzheimer,15697,98,Cerebellum Crus2 R,,,,0,0,0
Alzheimer disease,alzheimer,15697,101,Cerebellum 4 5 L,0.489371979113564,0.4704594126702335,0.48529810949012103,93,25,93
Alzheimer disease,alzheimer,15697,102,Cerebellum 4 5 R,,,,0,0,0
Alzheimer disease,alzheimer,15697,103,Cerebellum 6 L,0.5218510755179275,0.5475614078446979,0.525742290329451,93,25,93
Alzheimer disease,alzheimer,15697,104,Cerebellum 6 R,,,,0,0,0
Alzheimer disease,alzheimer,15697,105,Cerebellum 7b L,0.4728754786787588,0.43215034437413385,0.46222812094538857,93,25,93
Alzheimer disease,alzheimer,15697,106,Cerebellum 7b R,,,,0,0,0
Alzheimer disease,alzheimer,15697,107,Cerebellum 8 L,0.49266625393908103,0.4860105069056894,0.49322079311420597,93,25,93
Alzheimer disease,alzheimer,15697,108,Cerebellum 8 R,,,,0,0,0
Alzheimer disease,alzheimer,15697,109,Cerebellum 9 L,,,,0,0,0
Alzheimer disease,alzheimer,15697,110,Cerebellum 9 R,,,,0,0,0
Alzheimer disease,alzheimer,15697,111,Cerebellum 10 L,,,,0,0,0
Alzheimer disease,alzheimer,15697,118,Vermis 8,0.5652461333637377,0.6329194927436406,0.6014742608739845,93,25,93
Alzheimer disease,alzheimer,15697,119,Vermis 9,0.5653241726577714,0.637442040180859,0.58450819794501,93,25,93
Alzheimer disease,alzheimer,15697,121,Thal AV L,0.5168606974112119,0.46911427501729336,0.48493565365071517,93,25,93
Alzheimer disease,alzheimer,15697,122,Thal AV R,,,,0,0,0
Alzheimer disease,alzheimer,15697,125,Thal VA L,0.5056819741752235,0.47698227292508105,0.4901297742025143,93,25,93
Alzheimer disease,alzheimer,15697,127,Thal VL L,0.4906309345464728,0.4101212685256418,0.4445243693864151,93,25,93
Alzheimer disease,alzheimer,15697,128,Thal VL R,,,,0,0,0
Alzheimer disease,alzheimer,15697,129,Thal VPL L,0.5065444090563873,0.46654101762924055,0.48833908044148383,93,25,93
Alzheimer disease,alzheimer,15697,130,Thal VPL R,,,,0,0,0
Alzheimer disease,alzheimer,15697,131,Thal IL L,0.4843108451717421,0.4688286976761619,0.484053248009429,93,25,93
Alzheimer disease,alzheimer,15697,135,Thal MDm L,,,,0,0,0
Alzheimer disease,alzheimer,15697,136,Thal MDm R,,,,0,0,0
Alzheimer disease,alzheimer,15697,137,Thal MDl L,0.43805069766878946,0.3970272674928949,0.4339801443766003,93,25,93
Alzheimer disease,alzheimer,15697,139,Thal LGN L,,,,0,0,0
Alzheimer disease,alzheimer,15697,140,Thal LGN R,,,,0,0,0
Alzheimer disease,alzheimer,15697,141,Thal MGN L,0.45821267609386745,0.41109477092254676,0.4485152471619604,93,25,93
Alzheimer disease,alzheimer,15697,143,Thal PuI L,0.4879357698564555,0.5024896919112158,0.4971064320615188,93,25,93
Alzheimer disease,alzheimer,15697,144,Thal PuI R,,,,0,0,0
Alzheimer disease,alzheimer,15697,145,Thal PuM L,0.49386537058786906,0.49102669105495955,0.4964401412840525,93,25,93
Alzheimer disease,alzheimer,15697,146,Thal PuM R,,,,0,0,0
Alzheimer disease,alzheimer,15697,147,Thal PuA L,,,,0,0,0
Alzheimer disease,alzheimer,15697,148,Thal PuA R,,,,0,0,0
Alzheimer disease,alzheimer,15697,153,ACC pre L,0.5142273824724141,0.4952911639805423,0.5055974465296663,93,25,93
Alzheimer disease,alzheimer,15697,154,ACC pre R,,,,0,0,0
Alzheimer disease,alzheimer,15697,155,ACC sup L,0.5271420477079294,0.5814900412300187,0.5520336640595328,93,25,93
Alzheimer disease,alzheimer,15697,156,ACC sup R,,,,0,0,0
